random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
14,3,0,1,1,0,0,0,21,0,1,1,0,0,0,4,21,0,1,1,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,2,6,42,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,12
15,3,0,1,0,0,0,0,22,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,0,2,11,0,2,0,0,0,0,0,0,1,2,1,50,2,0,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,10
16,3,0,0,0,0,1,0,29,0,0,0,0,1,0,2,31,0,0,0,0,1,0,1,1,1,1,11,1,3,0,0,0,0,0,0,0,1,11,46,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,5,1,1,11
17,10,0,1,0,0,0,0,?,?,?,?,?,?,?,?,34,0,1,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,2,1,1,40,3,0,0,0,0,0,0,2,31,1,1,?,1,2,4,3,1,3,12
18,3,0,1,0,0,0,0,29,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,3,1,9,0,2,0,0,0,0,0,0,3,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,14
19,6,0,1,0,0,0,0,28,0,1,0,0,0,0,2,29,0,1,0,0,0,0,1,4,1,1,3,16,3,0,0,0,0,0,0,1,1,13,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
20,10,0,1,0,0,0,0,31,0,1,0,0,0,0,4,30,?,?,?,?,0,0,3,2,0,2,12,0,2,0,0,0,0,0,0,2,2,3,20,2,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,10
21,4,0,1,0,0,0,0,30,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,4,1,1,2,0,3,0,0,0,0,0,0,6,1,8,?,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13
22,10,0,0,1,0,0,0,36,0,1,?,0,0,0,1,49,0,?,1,?,?,?,4,3,3,?,?,0,?,0,0,0,0,0,0,?,?,11,0,?,0,0,0,0,0,0,1,21,1,1,1,99,99,99,3,1,1,14
23,5,1,0,0,0,0,0,30,1,0,0,0,0,0,4,36,1,0,0,0,0,0,1,5,2,2,4,0,3,0,0,0,0,0,0,2,2,4,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,13
24,2,0,1,0,0,0,0,38,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,0,1,12,0,3,0,0,0,0,0,0,0,1,4,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,7
25,7,0,0,1,0,1,0,29,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,5,1,11,33,3,0,0,0,0,0,0,2,1,9,41,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
27,6,0,1,1,0,0,0,30,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,5,0,?,?,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,2,4,7,1,2,14
28,2,0,0,0,0,1,0,35,0,0,0,0,1,0,2,33,0,0,0,0,1,0,1,4,2,1,8,?,?,0,0,0,0,0,0,2,1,10,?,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
29,6,0,1,1,0,0,0,34,0,1,0,0,0,0,1,38,0,1,1,0,0,0,1,3,5,1,2,20,2,0,0,0,0,0,0,5,1,1,70,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
30,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,2,1,11,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
31,4,0,1,0,0,0,0,30,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,4,5,2,1,?,3,0,0,0,0,0,0,7,2,0,70,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,14
33,2,1,1,0,0,0,0,37,0,1,0,0,0,0,4,39,1,0,0,0,0,0,1,3,1,1,11,10,3,0,0,0,0,0,0,1,1,13,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
34,10,0,0,0,1,0,0,23,0,0,0,0,1,0,1,22,0,0,0,1,1,0,1,3,3,2,11,35,3,0,0,0,0,0,0,3,2,8,45,3,0,0,0,0,0,0,1,21,1,1,1,99,99,99,3,1,1,14
35,9,0,0,1,0,0,0,30,0,0,1,0,0,0,4,35,0,0,1,0,0,0,1,4,3,2,2,0,1,0,0,0,0,0,0,10,2,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,10
36,6,0,1,0,0,1,0,32,0,0,0,0,1,0,4,39,0,1,0,0,1,0,1,4,3,1,8,6,3,0,0,0,0,0,1,3,2,8,40,3,0,0,0,0,0,1,1,21,1,1,1,1,2,4,5,1,1,14
37,6,0,1,1,0,0,0,36,0,1,0,0,0,0,4,33,0,0,1,0,0,0,1,2,6,2,0,3,1,0,0,0,0,0,0,4,2,1,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,9
39,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,1,1,2,0,1,0,0,0,0,0,0,1,1,1,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
41,6,1,0,0,0,0,0,31,1,0,0,0,0,0,1,34,1,0,0,0,0,0,1,3,2,1,11,40,3,0,0,0,0,0,0,2,1,13,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
42,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,0,2,1,0,2,0,0,0,0,0,0,0,2,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
43,3,0,1,0,0,0,0,21,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,2,0,3,0,0,1,0,0,1,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,1,99,99,3,1,2,8
44,10,0,0,1,0,0,0,?,?,?,?,?,?,?,?,36,?,0,1,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,0,2,?,40,3,0,0,0,0,0,0,1,31,1,1,?,1,2,99,3,1,3,11
46,9,1,0,0,0,0,0,35,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,3,3,2,11,0,3,0,0,0,0,0,0,3,2,11,43,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12
47,6,0,1,0,0,0,0,27,0,1,0,0,0,0,1,26,0,1,1,0,0,0,1,3,2,1,9,42,3,0,0,0,0,0,0,?,1,2,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,12
48,7,0,1,0,0,0,0,18,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,4,0,2,2,40,1,0,0,0,0,0,0,1,2,1,75,3,0,0,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,10
49,8,0,0,0,0,1,0,25,0,1,?,0,0,?,1,33,0,1,0,0,0,0,1,3,2,?,7,?,3,0,0,0,0,0,0,2,1,11,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,14
50,9,0,1,1,0,0,0,31,0,1,1,0,0,0,4,37,0,1,0,0,0,0,1,4,2,2,1,0,1,0,0,0,0,0,0,5,1,8,40,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,11
52,4,0,1,0,0,0,0,22,0,1,0,0,0,0,2,28,0,1,0,0,0,0,4,?,0,?,2,?,3,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,21,1,1,1,99,99,99,3,1,1,7
55,1,0,0,0,0,0,0,36,?,?,?,0,0,?,?,39,0,?,0,0,0,?,1,4,?,2,?,10,?,0,0,0,0,0,0,9,1,?,0,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12
57,8,0,0,1,0,0,0,31,0,0,1,0,0,0,4,31,0,0,1,0,0,0,1,3,0,1,2,0,2,0,0,0,0,0,0,0,1,3,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,10
58,5,0,1,1,0,1,0,35,0,1,1,0,1,0,2,39,0,1,0,0,1,0,1,3,3,1,1,10,?,0,0,0,0,0,0,2,1,0,60,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
59,10,0,0,1,0,0,0,18,0,0,1,0,0,0,4,18,0,0,1,0,0,0,4,2,0,2,1,0,?,0,0,0,0,0,0,0,2,0,0,?,0,0,0,0,0,0,1,21,1,0,1,1,99,99,3,1,1,3
60,5,0,0,1,0,0,0,28,0,0,1,0,0,0,4,29,0,0,1,0,0,0,4,3,?,1,0,0,2,0,0,0,0,0,0,4,1,?,0,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,6,1,1,9
61,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,4,1,2,0,3,0,0,0,0,0,0,4,1,1,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
62,8,0,1,1,0,0,0,31,0,1,0,0,0,0,1,29,?,?,1,0,0,?,1,3,2,2,10,0,3,0,0,0,0,0,0,0,?,1,45,?,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
67,3,0,1,0,0,0,0,37,0,1,0,0,0,0,1,40,0,1,0,0,0,0,1,4,2,1,11,30,3,0,0,0,0,0,0,2,1,12,100,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
68,10,0,0,0,0,0,1,31,1,0,0,0,0,1,1,33,0,0,0,0,0,1,1,3,0,1,9,38,3,0,0,0,0,0,0,7,2,?,?,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13
69,3,0,1,1,0,0,0,36,0,1,0,0,0,0,4,40,0,0,1,0,0,0,1,5,2,1,1,0,2,0,0,0,0,0,0,2,1,0,60,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14
71,10,0,0,1,0,0,0,18,0,0,1,0,0,0,3,?,?,?,?,?,?,?,?,4,6,1,0,0,1,1,1,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,?,1,99,99,99,8,1,2,3
72,4,0,1,1,0,1,0,34,0,1,1,0,1,0,4,40,0,1,0,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,3,1,1,47,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
73,2,0,1,0,0,0,0,37,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,3,2,1,11,8,2,0,0,0,0,0,0,3,1,12,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
75,9,0,0,0,0,0,0,23,0,?,1,0,0,0,4,?,?,?,?,?,?,?,?,3,?,2,0,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,5,1,2,6
76,10,0,0,0,0,0,1,40,0,0,0,0,0,1,4,36,0,0,1,0,0,0,4,3,0,2,11,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,9
78,1,0,1,0,0,0,0,?,?,?,?,?,?,?,?,44,0,1,0,0,0,0,2,5,?,?,?,0,?,0,0,0,0,0,0,2,1,?,40,3,0,0,0,0,0,0,1,33,1,1,?,1,2,4,4,1,3,13
79,6,0,1,0,0,0,0,25,0,1,0,0,0,0,4,23,0,1,0,0,0,?,?,3,0,2,0,0,2,0,0,0,0,0,0,?,2,?,?,?,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,11
80,4,1,0,0,0,0,0,29,1,0,0,0,0,0,4,33,1,0,0,0,0,0,1,5,2,2,10,0,3,0,0,0,0,0,0,2,2,11,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13
81,10,0,0,0,0,0,1,18,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,4,22,2,0,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,0,1,99,2,4,6,1,2,14
82,10,0,0,1,0,0,0,33,0,0,1,0,0,0,2,52,0,0,1,0,0,0,1,3,0,2,7,26,1,0,0,0,0,0,0,1,2,0,50,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,12
83,1,0,0,0,0,0,0,39,0,?,?,?,?,?,?,34,0,1,0,0,0,0,1,3,0,1,?,0,3,0,0,0,0,0,0,2,1,13,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
86,3,0,1,0,0,0,0,34,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,4,1,1,4,40,3,0,0,0,0,0,0,0,1,11,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
87,3,0,1,0,0,0,0,32,?,1,0,0,?,0,2,34,0,1,0,0,0,0,1,4,5,1,3,0,3,0,0,0,0,0,0,4,1,8,50,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,14
88,7,0,1,0,0,0,0,30,0,1,0,0,0,0,2,29,0,1,0,?,0,0,1,3,6,1,0,0,1,0,0,0,0,0,0,4,1,8,45,?,0,0,0,0,0,0,2,21,1,1,1,99,2,99,5,1,1,12
89,3,0,0,0,0,1,0,40,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,3,1,1,?,?,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,4,3,1,2,14
92,3,0,1,0,0,0,0,36,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,2,1,11,14,3,0,0,0,0,0,0,0,1,13,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
93,6,0,1,0,0,0,0,31,?,0,0,0,0,0,4,34,0,1,0,0,0,0,1,3,0,2,4,0,3,0,0,0,0,0,0,2,2,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
94,5,0,1,0,0,0,0,33,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,7,1,0,10,2,0,0,0,0,0,0,3,1,8,55,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
95,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,3,0,1,11,20,3,0,0,0,0,0,0,1,1,13,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
96,5,0,1,0,0,0,0,30,0,1,0,0,0,0,3,32,0,1,0,0,0,0,4,3,3,2,8,0,1,0,0,0,0,0,0,3,?,9,27,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,13
97,1,0,1,0,0,0,0,36,0,1,0,0,0,0,1,39,0,1,0,0,0,0,1,3,14,1,0,58,3,0,0,0,0,0,0,13,1,2,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,11
98,10,0,0,1,0,0,0,31,?,?,1,0,0,0,?,?,?,?,?,?,?,?,?,3,2,2,0,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,33,?,1,1,1,99,99,6,1,2,11
99,5,1,0,0,0,0,0,34,1,0,0,0,0,0,2,36,1,0,0,0,0,0,1,3,2,2,11,25,3,0,0,0,0,0,1,2,?,9,50,1,0,0,0,0,0,1,1,21,1,1,1,1,2,4,5,1,1,14
100,10,0,0,0,0,0,1,32,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,3,4,2,1,0,2,1,0,1,0,1,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,2,4,4,1,2,13
101,2,0,1,0,0,0,0,27,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,3,2,1,2,40,3,0,0,0,0,0,0,2,1,1,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
103,3,0,1,0,0,0,0,32,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,5,1,2,0,3,0,0,0,0,0,0,8,1,1,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
104,6,0,1,0,0,0,0,26,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
105,8,0,0,0,0,0,0,28,0,1,0,0,0,0,4,31,?,?,1,0,0,0,1,3,2,2,?,0,2,0,0,0,0,0,0,2,2,?,0,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,2,1,12
106,5,0,1,0,0,0,0,?,?,?,?,?,?,?,?,32,0,1,0,0,0,0,1,2,?,?,?,0,?,0,0,0,0,0,0,3,1,8,0,2,0,0,0,0,0,0,1,31,1,1,?,1,2,4,2,1,3,2
108,2,0,1,0,0,0,0,36,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,4,1,1,13,?,2,0,0,0,0,0,0,1,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
110,9,0,1,0,0,0,0,34,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,2,1,0,?,0,0,0,0,0,0,2,2,7,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,10
112,2,0,1,0,0,0,0,40,0,1,0,0,0,0,2,40,0,1,0,0,0,0,1,3,11,1,14,12,3,0,0,0,0,0,0,7,1,8,57,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
113,3,0,1,0,0,0,0,24,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,0,2,1,40,3,0,0,0,0,0,0,0,2,?,60,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,12
115,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,32,0,0,?,0,?,0,1,3,1,2,1,0,3,0,0,0,0,0,0,3,2,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,11
117,6,0,1,0,0,0,0,32,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,1,1,3,40,3,0,0,0,0,0,0,2,1,4,55,2,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,14
118,2,1,1,0,0,0,1,28,0,1,0,0,0,1,4,26,1,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,1,1,8,48,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
120,5,0,1,0,0,0,1,37,0,0,0,0,0,1,4,28,0,1,0,0,0,0,1,5,0,1,2,0,3,0,0,0,0,0,0,0,1,11,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,14
122,7,0,1,0,0,0,0,36,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,5,2,1,13,0,2,0,0,0,0,0,0,0,1,6,44,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,13
123,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,2,?,0,1,0,0,0,0,0,0,0,2,0,?,1,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,8
125,4,0,1,0,0,0,0,29,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,0,2,2,0,3,0,0,0,0,0,0,0,2,7,56,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,14
126,10,0,0,1,0,0,1,34,0,0,1,0,0,0,4,34,0,0,1,0,0,1,3,2,1,2,6,0,1,0,0,0,0,0,0,?,2,0,0,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,7
127,1,0,1,0,0,0,0,37,0,1,0,0,0,0,1,47,0,1,0,0,0,0,2,4,3,1,11,40,3,0,0,0,0,0,0,3,1,8,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
128,6,0,1,0,0,0,0,35,0,1,0,0,0,0,1,34,0,1,0,0,0,0,1,2,1,2,11,32,2,0,0,0,0,0,0,1,2,4,70,2,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,12
129,4,0,0,0,0,1,0,22,0,0,0,0,1,0,1,32,0,0,0,0,1,0,1,4,0,2,10,43,3,0,0,0,0,0,0,2,2,10,37,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,11
130,8,0,0,0,0,1,0,22,0,0,0,0,1,0,1,25,0,1,0,0,0,0,1,3,0,2,2,33,1,0,0,0,0,0,0,0,2,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,10
131,10,0,0,0,0,0,1,21,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,3,4,2,1,0,2,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,1,1,99,2,99,6,1,2,11
132,6,1,1,0,0,0,0,32,1,0,0,0,0,0,4,45,0,1,0,0,0,0,4,2,0,1,4,0,3,0,0,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,8
133,10,0,0,1,0,0,1,20,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,?,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,2,31,?,1,1,1,99,99,2,1,2,4
134,3,0,0,0,0,1,0,33,0,0,0,0,1,0,4,32,0,0,0,0,1,0,1,3,6,1,8,0,3,0,0,0,0,0,0,4,1,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
135,3,0,1,0,0,0,0,31,0,1,0,0,0,0,2,28,?,1,0,0,0,?,2,4,5,2,?,0,1,0,0,0,0,0,0,?,?,1,0,?,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,7
136,9,0,1,0,0,0,0,23,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,4,2,1,8,?,3,0,0,0,0,0,0,2,1,8,42,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,9
137,6,0,1,0,0,0,0,33,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,8,15,3,0,0,0,0,0,0,2,1,4,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
138,5,0,1,0,0,0,0,31,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,2,1,11,12,3,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,12
139,7,0,1,0,0,0,0,33,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,3,0,2,10,15,3,0,0,0,0,0,0,1,2,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
140,4,0,1,0,0,0,0,19,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,0,2,0,0,3,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,0,1,31,?,?,1,1,2,4,6,1,2,14
141,10,0,0,0,0,0,1,29,0,0,0,0,0,1,1,24,0,0,0,0,0,1,1,3,3,2,0,50,1,0,0,0,0,0,0,3,2,0,48,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,13
142,5,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,7,1,2,0,2,0,0,0,0,0,0,14,1,8,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13
143,7,0,1,0,0,0,0,34,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,1,6,0,3,0,0,0,0,0,0,0,1,6,45,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,11
